16	25	40	42	61	4
16	40	61	64	66	12
25	37	53	61	62	10
13	32	39	43	61	5
23	31	42	46	69	29
9	13	50	60	69	8
4	11	16	34	53	12
19	26	40	63	67	28
4	26	36	49	68	29
4	16	34	40	68	18
11	14	42	55	63	15
4	6	24	40	48	5
38	47	51	59	64	25
6	11	24	42	55	35
8	38	47	62	66	13
4	9	34	40	55	12
10	27	33	52	67	17
21	28	40	55	58	32
5	28	35	40	67	27
14	16	50	62	64	4
12	25	35	36	50	20
25	36	50	62	67	22
7	39	55	59	68	32
7	15	34	50	55	11
13	21	24	28	36	20
7	13	15	24	28	5
10	13	25	28	39	26
3	4	16	43	69	10
11	27	40	49	51	25
30	43	49	64	65	19
12	34	39	53	69	26
21	46	58	62	63	24
21	50	55	57	58	5
21	39	46	55	69	20
24	30	36	52	57	19
16	55	59	63	69	35
28	47	50	58	65	33
16	30	36	52	65	7
22	28	30	54	56	24
22	29	35	55	57	14
5	9	21	48	56	30
12	18	29	35	61	26
2	40	44	45	64	34
1	3	7	15	37	6
7	14	32	44	64	16
3	7	14	37	45	12
1	25	41	54	62	26
1	23	25	38	45	18
5	11	15	17	49	29
15	38	45	54	62	3
5	23	45	48	57	19
11	53	63	67	68	20
9	25	35	46	49	18
25	32	37	43	67	19
4	22	56	62	63	30
18	46	47	49	51	9
4	13	15	47	57	25
18	49	51	57	62	2
20	29	35	52	68	29
20	37	50	57	69	17
34	36	56	60	61	25
20	36	52	60	69	21
23	34	52	58	64	16
6	24	33	59	68	33
7	26	29	63	67	31
3	12	22	26	59	2
13	43	46	49	54	17
10	44	45	51	58	19
4	41	43	46	65	24
4	13	41	43	54	18
21	29	30	44	62	35
23	29	58	60	62	5
10	28	36	52	68	12
10	30	44	60	68	3
22	30	44	53	57	12
8	18	50	56	66	25
2	29	32	47	55	3
21	29	33	66	67	1
34	46	51	53	62	4
7	37	38	57	68	18
5	17	46	56	62	3
5	7	37	62	68	10
2	15	44	53	66	33
15	24	38	45	53	26
51	54	60	61	63	6
24	44	51	53	54	29
18	24	25	37	51	30
5	34	43	47	48	35
1	8	17	41	64	26
11	17	21	64	66	26
13	21	40	44	64	24
49	61	66	67	69	8
1	21	39	57	61	20
21	40	49	57	69	5
30	35	38	43	62	1
6	30	34	44	62	31
20	29	52	55	61	24
30	35	43	44	62	16
13	20	33	43	69	4
5	8	26	64	67	17
29	37	48	52	62	15
12	39	52	60	62	30
33	45	50	53	66	14
13	16	22	32	44	23
13	28	32	42	47	15
22	33	42	53	66	9
2	17	51	58	69	25
4	5	12	22	51	34
10	14	37	46	47	23
2	5	10	37	58	7
30	43	47	58	63	14
3	11	24	45	55	21
23	25	49	53	69	31
1	28	36	55	69	9
33	42	48	52	57	35
5	17	18	20	30	14
17	18	21	33	46	27
5	33	46	48	52	22
7	38	60	65	69	4
8	16	26	46	48	31
10	35	44	45	53	34
10	26	46	48	65	13
25	43	45	47	53	35
10	19	27	62	65	26
15	16	48	60	69	28
27	29	32	54	60	10
4	14	44	51	58	35
31	40	62	64	66	2
11	29	39	44	58	1
11	44	58	64	66	12
9	26	27	34	47	34
8	9	46	47	69	35
20	49	50	63	64	17
8	20	47	50	63	23
2	14	20	29	50	15
21	27	41	66	68	23
14	25	26	35	55	31
11	33	41	44	68	16
10	36	39	58	63	15
2	18	19	52	66	32
5	10	21	62	66	31
5	10	18	36	39	35
2	4	6	58	66	15
6	10	14	33	48	32
34	51	59	61	64	27
14	48	51	64	66	21
3	14	30	43	66	16
14	29	39	44	56	28
22	25	27	51	61	30
10	14	29	55	68	6
1	7	24	26	43	34
4	36	40	50	52	3
4	7	26	38	41	30
26	36	38	41	52	22
5	16	40	42	65	8
38	42	56	59	62	17
13	15	46	52	66	6
16	38	56	65	66	17
12	55	56	58	65	16
8	32	39	40	45	30
5	22	29	43	53	11
19	42	45	47	53	5
8	12	38	43	46	25
9	36	51	53	60	24
3	38	44	51	62	22
9	36	38	44	46	18
6	7	26	39	57	20
9	26	33	50	57	19
12	21	27	51	53	7
7	12	26	53	57	10
21	36	51	56	66	24
1	25	41	45	67	22
27	45	47	51	60	8
1	41	46	57	66	13
11	12	31	55	65	29
2	17	18	26	28	19
17	28	34	54	61	11
11	12	17	61	65	6
1	15	34	51	62	24
1	21	25	44	61	5
35	43	53	63	65	26
21	25	35	44	61	30
2	10	21	45	65	24
16	25	35	37	67	18
40	63	65	68	69	12
16	17	47	48	69	6
27	34	45	50	51	9
5	31	52	53	57	26
5	31	46	51	69	12
27	31	50	57	69	21
8	17	27	36	65	9
1	8	17	55	59	25
15	16	29	32	48	21
1	16	17	36	48	32
7	32	36	37	44	19
17	38	48	53	58	2
5	8	10	51	62	13
12	17	22	58	61	8
3	5	18	56	69	21
28	34	38	57	58	17
1	58	60	68	69	9
28	38	56	68	69	22
23	32	54	64	66	30
25	30	54	64	66	2
25	30	54	64	66	25
01	30	54	66	64	2
01	01	54	64	66	2
01	01	01	64	66	2
01	01	01	01	66	2
01	01	01	01	01	2
01	01	01	01	01	01
1	1	1	1	1	1
7	1	1	1	1	1
7	8	1	1	1	1
7	8	19	1	1	1
7	8	19	26	1	1
7	8	19	26	36	1
15	8	19	26	36	7
7	8	19	26	36	15
